,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,groupe_tenure
3037,4702-HDRKD,Male,NO,No,No,67,No,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,>60 month
3038,8512-WIWYV,Male,NO,No,No,32,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.35,707.5,24-36 month
3039,5897-ZYEKH,Female,YES,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.6,7112.15,>60 month
3040,5456-ITGIC,Male,YES,Yes,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,>60 month
3041,7317-GGVPB,Male,NO,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,>60 month
3042,1406-PUQVY,Male,NO,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,0-12 month
3043,1322-AGOQM,Male,NO,No,No,46,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,36-48 month
3044,3677-IYRBF,Female,YES,No,No,2,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,78.65,0-12 month
3045,5692-FPTAH,Female,NO,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,0-12 month
3046,9114-AAFQH,Female,NO,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,65.65,3094.65,36-48 month
3047,8715-KKTFG,Female,NO,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,>60 month
3048,1550-LOAHA,Female,NO,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,24-36 month
3049,1728-BQDMA,Female,NO,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,82.7,0-12 month
3050,0268-QKIWO,Female,NO,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.75,58.85,0-12 month
3051,0876-WDUUZ,Female,NO,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,0-12 month
3052,5117-ZSMHQ,Female,NO,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,>60 month
3053,5151-HQRDG,Male,NO,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.05,2030.75,36-48 month
3054,0960-HUWBM,Male,NO,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,>60 month
3055,6465-GSRCL,Female,NO,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,>60 month
3056,0617-FHSGK,Male,NO,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,48-60 month
3057,0263-FJTQO,Male,NO,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,48-60 month
3058,7319-ZNRTR,Male,NO,Yes,Yes,25,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.6,411.15,24-36 month
3059,2858-MOFSQ,Female,NO,No,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.85,937.5,12-24 month
3060,7503-EPSZW,Female,NO,Yes,Yes,64,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.05,1559.15,>60 month
3061,7089-XXAYG,Male,NO,Yes,No,25,No,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,24-36 month
3062,8118-LSUEL,Male,YES,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,12-24 month
3063,8070-AAWZP,Male,YES,Yes,No,24,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.25,828.2,12-24 month
3064,1666-JXLKU,Female,NO,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,36-48 month
3065,7855-DIWPO,Female,NO,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,12-24 month
3066,5133-POWUA,Male,NO,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,0-12 month
3067,5652-MSDEY,Female,NO,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,0-12 month
3068,7005-CCBKV,Male,NO,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,0-12 month
3069,1810-BOHSY,Male,NO,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,48-60 month
3070,1784-BXEFA,Female,NO,No,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.55,187.35,0-12 month
3071,7351-MHQVU,Female,NO,No,No,6,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,0-12 month
3072,9224-VTYID,Male,NO,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,36-48 month
3073,9500-IWPXQ,Female,NO,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,>60 month
3074,5762-TJXGK,Female,NO,No,No,52,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,48-60 month
3075,4504-YOULA,Female,NO,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,24-36 month
3076,5569-IDSEY,Male,NO,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,>60 month
3077,4250-FDVOU,Female,NO,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,0-12 month
3078,7284-ZZLOH,Male,NO,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,36-48 month
3079,5277-ZLOOR,Female,YES,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,0-12 month
3080,2141-RRYGO,Female,NO,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,0-12 month
3081,1777-JYQPJ,Male,NO,No,No,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,0-12 month
3082,6376-GAHQE,Male,NO,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,0-12 month
3083,3401-URHDA,Male,NO,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,48-60 month
3084,1599-EAHXY,Male,NO,Yes,Yes,60,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),23.95,1506.4,48-60 month
3085,8631-XVRZL,Male,NO,No,No,9,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.15,163.7,0-12 month
3086,5052-PNLOS,Male,NO,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,0-12 month
3087,3853-LYGAM,Male,NO,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,12-24 month
3088,6979-ZNSFF,Female,NO,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,0-12 month
3089,5751-USDBL,Male,NO,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,36-48 month
3090,5680-LQOGP,Female,NO,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,>60 month
3091,2386-LAHRK,Male,NO,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,0-12 month
3092,8189-DUKMV,Female,NO,Yes,No,4,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.5,79.05,0-12 month
3093,6032-IGALN,Female,NO,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,0-12 month
3094,9931-DCEZH,Male,NO,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,24-36 month
3095,1898-JSNDC,Female,NO,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,36-48 month
3096,0315-LVCRK,Male,NO,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,0-12 month
3097,3911-RSNHI,Female,NO,Yes,No,71,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,>60 month
3098,2410-CIYFZ,Male,NO,No,Yes,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,42.9,0-12 month
3099,4248-HCETZ,Male,YES,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,24-36 month
3100,5505-OVWQW,Female,NO,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.15,353.65,12-24 month
3101,7271-AJDTL,Female,NO,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,48-60 month
3102,1867-TJHTS,Female,NO,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,48-60 month
3103,0516-WJVXC,Female,NO,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,0-12 month
3104,9174-FKWZE,Female,YES,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.45,19.45,0-12 month
3105,6860-YRJZP,Male,YES,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,0-12 month
3106,4429-WYGFR,Male,NO,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,24-36 month
3107,2817-LVCPP,Female,NO,No,No,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.4,1023.95,48-60 month
3108,5038-ETMLM,Female,NO,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,>60 month
3109,5056-FIMPT,Female,NO,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,36-48 month
3110,4521-WFJAI,Male,NO,No,No,56,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.95,1444.05,48-60 month
3111,6569-KTMDU,Female,NO,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.1,19.1,0-12 month
3112,8809-RIHDD,Male,NO,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,>60 month
3113,8809-XKHMD,Male,NO,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,>60 month
3114,0396-YCHWO,Male,NO,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,24-36 month
3115,0867-LDTTC,Male,NO,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,0-12 month
3116,4822-NGOCH,Female,NO,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,12-24 month
3117,9391-DXGGG,Female,YES,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,36-48 month
3118,9844-FELAJ,Female,YES,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,>60 month
3119,2122-SZZZD,Male,NO,No,No,44,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.5,835.5,36-48 month
3120,5307-DZCVC,Female,YES,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,24-36 month
3121,3148-AOIQT,Female,NO,Yes,No,69,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.95,1718.35,>60 month
3122,8679-JOEVF,Female,YES,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,12-24 month
3123,8395-ETZKQ,Male,YES,Yes,Yes,68,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.5,1193.55,>60 month
3124,6692-YQHXC,Male,NO,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,12-24 month
3125,3889-VWBID,Male,NO,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,>60 month
3126,5222-JCXZT,Male,NO,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.0,78.9,0-12 month
3127,9754-CLVZW,Female,NO,Yes,Yes,26,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,24-36 month
3128,1432-FPAXX,Female,NO,No,No,29,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,856.35,24-36 month
3129,2739-CCZMB,Male,NO,No,Yes,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.35,122.0,0-12 month
3130,7080-TNUWP,Male,NO,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,>60 month
3131,0496-AHOOK,Male,NO,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,12-24 month
3132,8336-TAVKX,Female,YES,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,>60 month
3133,2468-SJFLM,Male,NO,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,0-12 month
3134,3181-VTHOE,Male,NO,Yes,No,70,No,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,>60 month
3135,7168-HDQHG,Female,NO,Yes,Yes,36,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.2,702.9,24-36 month
3136,4803-AXVYP,Female,YES,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,36-48 month
3137,3884-HCSWG,Female,NO,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,1144.5,12-24 month
3138,4567-AKPIA,Female,NO,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,36-48 month
3139,5077-DXTCG,Female,NO,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,0-12 month
3140,1142-WACZW,Male,NO,No,No,2,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,0-12 month
3141,7901-HXJVA,Male,NO,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,12-24 month
3142,5649-ANRML,Male,YES,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,0-12 month
3143,4892-VLANZ,Male,NO,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.8,19.8,0-12 month
3144,5924-IFQTT,Male,NO,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,12-24 month
3145,7968-QUXNS,Male,NO,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.95,110.15,0-12 month
3146,2919-HBCJO,Female,NO,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,0-12 month
3147,4236-XPXAV,Female,NO,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,0-12 month
3148,8903-WMRNW,Female,NO,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,12-24 month
3149,2452-SNHFZ,Female,NO,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,36-48 month
3150,3629-WEAAM,Female,NO,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,0-12 month
3151,6029-CSMJE,Male,NO,No,No,17,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,12-24 month
3152,7993-NQLJE,Male,NO,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,12-24 month
3153,9909-DFRJA,Female,NO,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,24-36 month
3154,9099-FTUHS,Female,NO,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,12-24 month
3155,0581-BXBUB,Female,YES,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,0-12 month
3156,4962-CHQPW,Male,NO,No,Yes,29,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.85,535.05,24-36 month
3157,9467-ROOLM,Female,NO,No,No,25,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.05,461.3,24-36 month
3158,3030-YZADT,Male,NO,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431.0,0-12 month
3159,7410-KTVFV,Male,NO,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,12-24 month
3160,5150-ITWWB,Male,YES,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,0-12 month
3161,2253-KPMNB,Female,NO,Yes,Yes,69,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,>60 month
3162,1345-ZUKID,Male,NO,No,No,14,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.35,324.8,12-24 month
3163,6429-SHBCB,Male,NO,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,12-24 month
3164,9281-OFDMF,Male,YES,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,36-48 month
3165,2603-HVKCG,Male,NO,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,24-36 month
3166,1834-WULEG,Male,NO,Yes,Yes,24,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.25,439.75,12-24 month
3167,9097-ZUBYC,Male,NO,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,12-24 month
3168,5148-ORICT,Female,NO,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,>60 month
3169,4893-GYUJU,Female,NO,No,No,50,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.35,1033.0,48-60 month
3170,4578-PHJYZ,Male,NO,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,48-60 month
3171,7272-QDCKA,Male,NO,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,24-36 month
3172,8908-SLFCJ,Female,NO,No,No,21,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.85,435.25,12-24 month
3173,8393-DLHGA,Male,NO,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,24-36 month
3174,9766-HGEDE,Female,NO,Yes,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.35,307.0,12-24 month
3175,6968-MHOMU,Male,NO,Yes,No,58,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,48-60 month
3176,7395-IGJOS,Male,YES,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,12-24 month
3177,5044-XDPYX,Female,NO,Yes,No,51,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.5,1281.25,48-60 month
3178,1814-WFGVS,Male,NO,Yes,Yes,72,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,>60 month
3179,2834-SPCJV,Male,NO,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,48-60 month
3180,3721-WKIIL,Female,NO,No,No,27,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.6,561.15,24-36 month
3181,6734-CKRSM,Female,NO,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.0,63.6,0-12 month
3182,1265-ZFOSD,Female,NO,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,>60 month
3183,6568-POCUI,Female,NO,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,36-48 month
3184,7890-VYYWG,Male,YES,Yes,No,3,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,0-12 month
3185,5197-LQXXH,Female,NO,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,>60 month
3186,9907-SWKKF,Female,YES,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,0-12 month
3187,3457-PQBYH,Female,NO,Yes,Yes,58,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.3,1160.75,48-60 month
3188,7682-AZNDK,Male,NO,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,24-36 month
3189,0587-DMGBH,Female,NO,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,0-12 month
3190,5384-ZTTWP,Female,NO,Yes,Yes,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.8,272.95,12-24 month
3191,3745-HRPHI,Male,NO,Yes,Yes,66,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,>60 month
3192,7636-OWBPG,Male,YES,No,No,12,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,0-12 month
3193,1231-YNDEK,Male,NO,No,No,58,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.15,1035.5,48-60 month
3194,1407-DIGZV,Female,NO,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.1,52.0,0-12 month
3195,6397-JNZZG,Female,YES,Yes,No,43,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,36-48 month
3196,0570-BFQHT,Female,NO,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,0-12 month
3197,4393-OBCRR,Female,NO,No,No,3,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.25,71.2,0-12 month
3198,3523-QRQLL,Female,NO,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,12-24 month
3199,8564-LDKFL,Male,NO,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,36-48 month
3200,3696-DFHHB,Female,NO,No,No,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.5,1821.8,>60 month
3201,0895-DQHEW,Male,NO,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,48-60 month
3202,4717-GHADL,Female,NO,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,48-60 month
